ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
204085,Rajasthan,Jaipur,Locality_118,Independent House,4,4902,399.84,0.08,2012,Furnished,4,17,13,5,1,Low,Yes,Yes,"Playground, Garden, Gym",North,Builder,Ready_to_Move
204086,Assam,Silchar,Locality_131,Villa,3,1469,343.16,0.23,2000,Semi-furnished,1,9,25,7,9,Medium,No,No,"Clubhouse, Playground, Pool, Gym",East,Owner,Under_Construction
204087,Bihar,Patna,Locality_53,Villa,2,2687,454.41,0.17,1997,Unfurnished,4,28,28,2,2,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
204088,Bihar,Patna,Locality_388,Independent House,2,3830,13.93,0.0,2005,Unfurnished,9,24,20,4,5,Medium,No,Yes,"Pool, Playground",North,Broker,Under_Construction
204089,Tamil Nadu,Coimbatore,Locality_293,Apartment,5,4008,441.81,0.11,2014,Unfurnished,5,26,11,9,6,High,No,No,"Garden, Playground, Gym, Clubhouse, Pool",East,Owner,Under_Construction
204090,Maharashtra,Mumbai,Locality_498,Apartment,5,4878,311.74,0.06,2018,Furnished,2,2,7,10,2,High,Yes,No,"Garden, Playground, Gym",East,Builder,Ready_to_Move
204091,Delhi,New Delhi,Locality_409,Apartment,2,3048,477.31,0.16,2004,Semi-furnished,16,12,21,1,10,Medium,Yes,No,"Gym, Garden, Pool",North,Builder,Ready_to_Move
204092,Karnataka,Mangalore,Locality_499,Apartment,3,2400,203.63,0.08,1991,Furnished,9,5,34,5,8,Medium,Yes,Yes,Playground,East,Builder,Ready_to_Move
204093,Kerala,Trivandrum,Locality_278,Villa,1,1675,386.89,0.23,2015,Furnished,23,4,10,4,5,High,Yes,Yes,"Garden, Pool",North,Builder,Ready_to_Move
204094,Tamil Nadu,Chennai,Locality_42,Independent House,3,2757,316.93,0.11,2015,Unfurnished,26,29,10,3,1,High,No,Yes,"Pool, Gym, Garden, Playground",North,Owner,Ready_to_Move
204095,Rajasthan,Jaipur,Locality_18,Independent House,4,2079,153.08,0.07,1994,Semi-furnished,13,12,31,9,8,Low,Yes,No,"Playground, Garden",North,Owner,Ready_to_Move
204096,West Bengal,Durgapur,Locality_420,Villa,2,2100,140.96,0.07,1992,Semi-furnished,29,3,33,3,10,Medium,No,No,Clubhouse,West,Broker,Ready_to_Move
204097,Tamil Nadu,Chennai,Locality_217,Independent House,5,3889,15.41,0.0,2004,Semi-furnished,29,26,21,9,4,High,No,Yes,"Gym, Playground",North,Builder,Under_Construction
204098,Haryana,Faridabad,Locality_420,Apartment,1,3139,172.03,0.05,2000,Furnished,22,16,25,1,1,High,No,No,"Pool, Clubhouse, Gym, Garden",South,Builder,Ready_to_Move
204099,Bihar,Patna,Locality_460,Villa,2,3837,321.88,0.08,2005,Furnished,28,7,20,9,6,High,No,Yes,"Gym, Clubhouse, Garden",West,Broker,Under_Construction
204100,West Bengal,Durgapur,Locality_488,Apartment,5,2633,282.76,0.11,2010,Unfurnished,13,27,15,5,3,Low,No,No,"Gym, Playground",East,Owner,Ready_to_Move
204101,Kerala,Trivandrum,Locality_62,Independent House,1,3239,310.85,0.1,2009,Furnished,6,5,16,3,4,Medium,Yes,No,"Playground, Clubhouse, Gym, Pool, Garden",West,Broker,Ready_to_Move
204102,Uttar Pradesh,Lucknow,Locality_329,Apartment,3,1657,299.0,0.18,2016,Unfurnished,6,17,9,9,5,High,No,No,"Clubhouse, Playground, Gym, Pool, Garden",West,Owner,Under_Construction
204103,Jharkhand,Jamshedpur,Locality_424,Independent House,3,4116,229.2,0.06,1997,Furnished,10,22,28,3,5,Medium,No,Yes,Gym,North,Broker,Under_Construction
204104,West Bengal,Kolkata,Locality_165,Villa,4,2880,128.57,0.04,2018,Unfurnished,1,25,7,5,6,Medium,No,Yes,Clubhouse,East,Builder,Ready_to_Move
204105,Bihar,Gaya,Locality_215,Independent House,3,1995,70.31,0.04,2006,Furnished,14,11,19,7,6,Low,No,No,"Garden, Clubhouse, Gym",North,Owner,Ready_to_Move
204106,Uttarakhand,Dehradun,Locality_469,Apartment,1,4998,367.82,0.07,1997,Furnished,0,17,28,4,9,Low,Yes,No,"Clubhouse, Garden, Gym, Playground",North,Builder,Ready_to_Move
204107,Madhya Pradesh,Bhopal,Locality_493,Villa,3,3806,296.53,0.08,2016,Semi-furnished,15,17,9,6,5,Low,No,Yes,"Pool, Gym",East,Owner,Under_Construction
204108,Karnataka,Mangalore,Locality_151,Villa,3,1838,34.3,0.02,2010,Semi-furnished,30,16,15,7,7,High,No,No,"Clubhouse, Playground",East,Broker,Ready_to_Move
204109,Odisha,Bhubaneswar,Locality_13,Apartment,2,4249,152.45,0.04,2006,Furnished,21,2,19,7,4,Low,Yes,No,"Gym, Pool, Garden",East,Owner,Ready_to_Move
204110,Maharashtra,Nagpur,Locality_464,Apartment,4,4760,321.71,0.07,2019,Unfurnished,10,8,6,6,9,High,Yes,No,"Garden, Pool, Gym, Clubhouse, Playground",South,Builder,Ready_to_Move
204111,Odisha,Cuttack,Locality_74,Independent House,3,1541,235.27,0.15,2007,Furnished,30,29,18,4,10,Medium,No,No,"Pool, Playground, Garden, Clubhouse, Gym",West,Broker,Ready_to_Move
204112,Andhra Pradesh,Vishakhapatnam,Locality_183,Apartment,1,1951,139.5,0.07,2020,Unfurnished,6,9,5,10,5,High,No,Yes,Pool,North,Builder,Under_Construction
204113,Uttarakhand,Haridwar,Locality_422,Independent House,2,4039,398.4,0.1,1991,Unfurnished,1,28,34,8,1,Medium,No,Yes,"Pool, Gym, Clubhouse, Garden",North,Broker,Ready_to_Move
204114,Andhra Pradesh,Vishakhapatnam,Locality_487,Apartment,5,3572,403.58,0.11,1993,Furnished,4,6,32,10,3,High,No,Yes,"Pool, Gym, Garden",West,Builder,Ready_to_Move
204115,Chhattisgarh,Bilaspur,Locality_464,Independent House,5,3460,277.49,0.08,1997,Unfurnished,6,20,28,7,6,High,No,Yes,"Pool, Garden, Gym, Playground",South,Broker,Ready_to_Move
204116,Madhya Pradesh,Bhopal,Locality_292,Independent House,2,4030,238.65,0.06,2000,Semi-furnished,17,6,25,8,6,Low,Yes,No,"Gym, Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
204117,Delhi,Dwarka,Locality_430,Apartment,1,3663,157.19,0.04,2007,Furnished,15,17,18,9,6,Low,No,Yes,Pool,East,Broker,Under_Construction
204118,Haryana,Gurgaon,Locality_9,Independent House,5,4071,336.83,0.08,2013,Furnished,9,26,12,6,7,Low,No,No,"Pool, Garden, Gym",North,Owner,Under_Construction
204119,Karnataka,Bangalore,Locality_63,Villa,4,4646,71.87,0.02,2022,Unfurnished,29,11,3,9,3,Low,Yes,Yes,"Garden, Gym, Playground",North,Broker,Ready_to_Move
204120,Bihar,Gaya,Locality_477,Independent House,2,3637,461.69,0.13,2000,Unfurnished,6,16,25,3,1,Low,Yes,Yes,"Playground, Garden, Gym",West,Broker,Ready_to_Move
204121,Uttarakhand,Haridwar,Locality_46,Villa,1,2943,328.04,0.11,2015,Unfurnished,2,4,10,8,9,Low,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",South,Owner,Ready_to_Move
204122,Haryana,Faridabad,Locality_222,Villa,3,4022,274.5,0.07,2001,Semi-furnished,1,18,24,6,7,Low,No,No,"Garden, Clubhouse, Pool",South,Owner,Ready_to_Move
204123,Jharkhand,Jamshedpur,Locality_208,Villa,1,2012,218.04,0.11,1998,Furnished,30,6,27,10,2,Medium,No,No,"Pool, Gym, Playground, Garden, Clubhouse",North,Broker,Under_Construction
204124,Telangana,Hyderabad,Locality_332,Villa,1,2267,38.29,0.02,2004,Semi-furnished,25,28,21,2,1,High,No,No,"Pool, Playground, Garden, Clubhouse",East,Broker,Under_Construction
204125,Tamil Nadu,Chennai,Locality_313,Villa,1,3949,129.04,0.03,2020,Unfurnished,12,8,5,3,5,Low,Yes,No,"Garden, Pool, Clubhouse",East,Builder,Under_Construction
204126,Maharashtra,Nagpur,Locality_416,Independent House,4,2190,52.68,0.02,2023,Furnished,24,24,2,5,4,Low,No,No,"Clubhouse, Playground, Gym, Garden",West,Owner,Under_Construction
204127,Kerala,Kochi,Locality_159,Independent House,4,3825,416.05,0.11,1996,Semi-furnished,19,2,29,5,1,High,No,No,Playground,East,Owner,Under_Construction
204128,Haryana,Faridabad,Locality_486,Apartment,5,1210,369.85,0.31,2014,Semi-furnished,27,28,11,3,8,High,No,Yes,"Clubhouse, Pool, Playground, Gym",East,Owner,Under_Construction
204129,Uttar Pradesh,Noida,Locality_370,Independent House,5,4589,214.46,0.05,1990,Unfurnished,0,29,35,4,1,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden",South,Builder,Ready_to_Move
204130,Kerala,Trivandrum,Locality_88,Villa,4,3833,437.8,0.11,2005,Semi-furnished,13,7,20,5,7,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
204131,Tamil Nadu,Chennai,Locality_179,Independent House,4,3772,459.64,0.12,2023,Semi-furnished,15,19,2,9,6,Medium,No,Yes,"Garden, Gym, Pool",South,Builder,Ready_to_Move
204132,Karnataka,Mangalore,Locality_417,Independent House,3,2330,489.25,0.21,2013,Furnished,12,11,12,5,8,Low,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Builder,Ready_to_Move
204133,Andhra Pradesh,Vishakhapatnam,Locality_473,Apartment,3,578,216.39,0.37,2023,Semi-furnished,14,20,2,2,9,High,Yes,No,Clubhouse,West,Builder,Under_Construction
204134,Madhya Pradesh,Indore,Locality_273,Villa,4,546,235.99,0.43,2016,Unfurnished,27,1,9,9,4,High,No,No,"Clubhouse, Pool",North,Owner,Ready_to_Move
204135,Kerala,Trivandrum,Locality_62,Independent House,5,1289,52.46,0.04,2021,Unfurnished,26,14,4,9,2,High,Yes,Yes,"Gym, Garden, Pool",North,Owner,Under_Construction
204136,Kerala,Trivandrum,Locality_37,Apartment,4,3018,255.63,0.08,1997,Unfurnished,2,28,28,3,5,High,No,Yes,"Playground, Clubhouse, Pool, Gym",North,Builder,Under_Construction
204137,Rajasthan,Jodhpur,Locality_87,Villa,5,4556,289.9,0.06,2015,Furnished,24,1,10,5,6,High,No,No,"Playground, Pool",South,Broker,Under_Construction
204138,Andhra Pradesh,Vishakhapatnam,Locality_442,Apartment,4,3395,166.49,0.05,2023,Furnished,1,6,2,2,7,Medium,No,No,Gym,West,Broker,Ready_to_Move
204139,Telangana,Warangal,Locality_121,Independent House,1,4221,464.58,0.11,2007,Furnished,9,11,18,6,2,Low,Yes,No,"Clubhouse, Playground",East,Builder,Ready_to_Move
204140,Odisha,Cuttack,Locality_172,Villa,1,2958,64.06,0.02,1991,Semi-furnished,28,18,34,4,10,High,Yes,Yes,"Clubhouse, Playground",East,Broker,Ready_to_Move
204141,Odisha,Bhubaneswar,Locality_319,Apartment,1,4255,349.68,0.08,1995,Semi-furnished,12,7,30,2,6,Medium,Yes,Yes,"Garden, Gym, Playground, Pool, Clubhouse",East,Owner,Under_Construction
204142,Bihar,Patna,Locality_451,Villa,1,4035,224.49,0.06,2023,Furnished,18,10,2,3,8,High,Yes,Yes,"Gym, Pool, Garden",East,Builder,Under_Construction
204143,Maharashtra,Nagpur,Locality_139,Villa,1,1373,289.83,0.21,2016,Semi-furnished,26,17,9,6,2,Low,Yes,No,"Gym, Pool",South,Builder,Ready_to_Move
204144,Maharashtra,Pune,Locality_351,Apartment,4,2283,373.12,0.16,2019,Unfurnished,24,20,6,3,9,Medium,Yes,Yes,"Playground, Garden, Gym, Clubhouse",South,Owner,Under_Construction
204145,Andhra Pradesh,Vishakhapatnam,Locality_233,Villa,5,4855,479.27,0.1,2013,Furnished,0,12,12,8,5,Medium,Yes,No,"Clubhouse, Playground",East,Broker,Ready_to_Move
204146,Tamil Nadu,Chennai,Locality_419,Villa,5,4614,261.97,0.06,2018,Unfurnished,5,4,7,8,9,High,No,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move
204147,Bihar,Gaya,Locality_348,Villa,1,2883,98.41,0.03,2011,Semi-furnished,22,18,14,2,8,High,Yes,No,Garden,South,Builder,Under_Construction
204148,Maharashtra,Pune,Locality_132,Villa,2,2264,287.42,0.13,1991,Furnished,19,29,34,7,10,High,No,Yes,"Playground, Garden, Gym",North,Builder,Ready_to_Move
204149,Jharkhand,Ranchi,Locality_83,Villa,5,4671,135.75,0.03,2001,Unfurnished,6,18,24,5,6,Medium,No,No,"Clubhouse, Playground, Garden, Gym, Pool",South,Builder,Under_Construction
204150,Rajasthan,Jodhpur,Locality_10,Villa,1,1558,101.0,0.06,1992,Unfurnished,29,15,33,8,4,High,No,Yes,Pool,North,Owner,Under_Construction
204151,Chhattisgarh,Bilaspur,Locality_441,Villa,4,2006,73.91,0.04,2007,Semi-furnished,24,18,18,4,7,Low,No,Yes,"Gym, Clubhouse, Playground",South,Builder,Under_Construction
204152,Rajasthan,Jodhpur,Locality_86,Apartment,2,1221,434.11,0.36,2017,Unfurnished,13,10,8,2,3,Medium,No,No,"Playground, Garden, Clubhouse, Pool, Gym",North,Builder,Under_Construction
204153,Uttarakhand,Haridwar,Locality_424,Apartment,4,1858,224.85,0.12,2019,Unfurnished,16,12,6,3,4,Medium,No,Yes,"Clubhouse, Garden, Gym",East,Builder,Under_Construction
204154,Uttarakhand,Haridwar,Locality_324,Independent House,2,4697,430.24,0.09,1999,Semi-furnished,24,6,26,6,10,Low,Yes,No,"Playground, Gym",West,Owner,Ready_to_Move
204155,Punjab,Amritsar,Locality_3,Independent House,4,4918,369.15,0.08,2015,Semi-furnished,21,4,10,1,5,Low,Yes,Yes,"Gym, Playground, Garden, Clubhouse",South,Broker,Ready_to_Move
204156,Madhya Pradesh,Bhopal,Locality_172,Villa,1,2505,219.51,0.09,2002,Semi-furnished,2,3,23,8,9,Low,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",South,Builder,Under_Construction
204157,Tamil Nadu,Coimbatore,Locality_426,Independent House,5,2003,216.02,0.11,2009,Furnished,13,19,16,6,5,High,Yes,Yes,"Garden, Clubhouse, Playground, Pool, Gym",East,Builder,Ready_to_Move
204158,Madhya Pradesh,Indore,Locality_471,Villa,5,1726,432.79,0.25,1995,Furnished,4,7,30,6,7,Low,No,No,"Pool, Playground, Gym, Clubhouse",North,Broker,Under_Construction
204159,Maharashtra,Nagpur,Locality_306,Villa,2,1588,226.1,0.14,2009,Furnished,13,20,16,6,10,Medium,Yes,No,Clubhouse,East,Broker,Ready_to_Move
204160,Rajasthan,Jodhpur,Locality_80,Independent House,5,4152,164.78,0.04,2013,Unfurnished,26,1,12,8,2,Medium,No,Yes,"Gym, Clubhouse",South,Owner,Ready_to_Move
204161,Haryana,Faridabad,Locality_61,Apartment,1,1147,327.33,0.29,1995,Unfurnished,15,11,30,3,8,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",South,Owner,Under_Construction
204162,Maharashtra,Pune,Locality_417,Independent House,3,4508,30.89,0.01,1994,Semi-furnished,28,6,31,9,9,Medium,No,No,"Clubhouse, Pool, Garden",North,Builder,Ready_to_Move
204163,Assam,Guwahati,Locality_290,Apartment,3,3722,411.83,0.11,1990,Unfurnished,4,21,35,3,8,High,Yes,No,"Pool, Garden, Playground",East,Builder,Ready_to_Move
204164,Chhattisgarh,Bilaspur,Locality_132,Villa,4,3679,36.21,0.01,2011,Semi-furnished,2,3,14,8,3,High,No,No,"Clubhouse, Playground, Garden",North,Broker,Under_Construction
204165,Uttarakhand,Dehradun,Locality_436,Villa,4,3163,446.33,0.14,2015,Semi-furnished,12,25,10,5,4,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool",South,Broker,Ready_to_Move
204166,Andhra Pradesh,Vijayawada,Locality_49,Villa,3,3073,174.96,0.06,2003,Semi-furnished,30,27,22,6,5,Low,Yes,Yes,"Clubhouse, Playground, Pool, Gym, Garden",East,Builder,Under_Construction
204167,West Bengal,Durgapur,Locality_138,Apartment,1,2502,222.49,0.09,2001,Unfurnished,5,26,24,10,5,Medium,No,No,"Playground, Garden",North,Builder,Ready_to_Move
204168,Gujarat,Surat,Locality_158,Independent House,5,4027,129.14,0.03,2003,Furnished,27,11,22,2,2,High,No,Yes,"Clubhouse, Garden, Playground, Pool",North,Broker,Under_Construction
204169,Bihar,Patna,Locality_281,Villa,4,1039,417.31,0.4,1996,Unfurnished,0,19,29,6,1,High,No,Yes,"Playground, Pool",West,Owner,Under_Construction
204170,Chhattisgarh,Bilaspur,Locality_76,Independent House,3,2500,484.21,0.19,2019,Unfurnished,8,28,6,5,8,Low,Yes,Yes,"Garden, Playground, Clubhouse, Gym, Pool",North,Owner,Under_Construction
204171,Chhattisgarh,Raipur,Locality_274,Villa,3,1526,192.78,0.13,2020,Unfurnished,17,11,5,9,9,High,Yes,Yes,"Gym, Clubhouse, Pool, Playground",West,Broker,Under_Construction
204172,Madhya Pradesh,Indore,Locality_379,Villa,1,3858,88.03,0.02,2013,Furnished,25,19,12,8,7,High,Yes,Yes,"Pool, Clubhouse, Garden, Playground, Gym",West,Broker,Ready_to_Move
204173,Telangana,Warangal,Locality_242,Villa,2,938,115.97,0.12,1999,Semi-furnished,8,18,26,2,9,Medium,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",East,Builder,Under_Construction
204174,Punjab,Ludhiana,Locality_301,Apartment,4,867,87.0,0.1,2000,Semi-furnished,12,17,25,3,1,Low,Yes,No,"Pool, Gym, Clubhouse",North,Owner,Under_Construction
204175,Telangana,Hyderabad,Locality_333,Independent House,2,3066,201.55,0.07,2012,Furnished,26,20,13,10,2,High,Yes,No,Gym,South,Broker,Under_Construction
204176,Bihar,Patna,Locality_136,Apartment,2,685,13.03,0.02,2014,Semi-furnished,28,29,11,3,5,Medium,No,No,"Pool, Playground, Clubhouse",West,Broker,Under_Construction
204177,Punjab,Amritsar,Locality_308,Apartment,3,3266,128.16,0.04,1991,Furnished,10,25,34,6,9,High,Yes,No,"Playground, Clubhouse, Pool, Gym, Garden",West,Owner,Ready_to_Move
204178,Rajasthan,Jaipur,Locality_92,Independent House,1,4915,82.13,0.02,2019,Semi-furnished,19,27,6,8,8,Low,Yes,No,Pool,North,Broker,Under_Construction
204179,Madhya Pradesh,Indore,Locality_272,Villa,5,1367,217.1,0.16,2000,Furnished,29,16,25,9,7,High,No,No,"Gym, Clubhouse, Playground, Garden",North,Builder,Ready_to_Move
204180,Kerala,Trivandrum,Locality_154,Apartment,1,1335,185.66,0.14,2002,Furnished,20,25,23,5,1,Low,Yes,Yes,Clubhouse,North,Owner,Under_Construction
204181,Chhattisgarh,Raipur,Locality_450,Independent House,4,3632,456.73,0.13,2007,Semi-furnished,23,10,18,2,7,Low,No,No,"Gym, Playground, Garden, Pool",South,Builder,Under_Construction
204182,Maharashtra,Mumbai,Locality_18,Apartment,2,3099,434.89,0.14,2009,Furnished,22,22,16,10,5,High,Yes,No,"Gym, Clubhouse, Pool",West,Broker,Ready_to_Move
204183,Uttar Pradesh,Lucknow,Locality_425,Independent House,1,3835,288.95,0.08,1997,Furnished,14,30,28,1,6,Medium,No,No,Clubhouse,South,Broker,Ready_to_Move
204184,Chhattisgarh,Bilaspur,Locality_344,Apartment,4,4779,407.03,0.09,2012,Semi-furnished,28,4,13,6,10,Low,No,Yes,"Gym, Garden, Playground, Pool",East,Broker,Ready_to_Move
204185,Karnataka,Mysore,Locality_457,Villa,5,2113,274.06,0.13,1991,Semi-furnished,25,30,34,4,4,High,Yes,Yes,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Ready_to_Move
204186,Punjab,Ludhiana,Locality_376,Independent House,1,4972,227.14,0.05,2010,Furnished,20,5,15,8,9,High,Yes,No,"Gym, Garden, Playground",South,Builder,Under_Construction
204187,Tamil Nadu,Coimbatore,Locality_326,Independent House,2,999,178.64,0.18,2021,Furnished,21,2,4,10,7,Low,No,No,"Garden, Playground, Gym, Clubhouse",North,Broker,Under_Construction
204188,Telangana,Warangal,Locality_207,Villa,3,4270,218.88,0.05,1992,Semi-furnished,8,12,33,9,5,High,Yes,Yes,Pool,East,Builder,Ready_to_Move
204189,Rajasthan,Jaipur,Locality_260,Villa,3,1516,432.09,0.29,2016,Furnished,13,2,9,2,7,High,Yes,Yes,"Garden, Pool, Gym, Clubhouse",East,Owner,Under_Construction
204190,Haryana,Gurgaon,Locality_85,Independent House,3,2351,57.3,0.02,2020,Semi-furnished,17,17,5,3,6,High,No,Yes,"Clubhouse, Pool, Garden, Playground",West,Broker,Under_Construction
204191,Kerala,Kochi,Locality_487,Independent House,2,1583,170.24,0.11,1994,Furnished,2,1,31,2,8,Low,Yes,No,"Playground, Pool, Clubhouse",North,Owner,Under_Construction
204192,Odisha,Bhubaneswar,Locality_281,Independent House,5,2259,198.56,0.09,2009,Semi-furnished,19,19,16,4,4,Medium,Yes,No,"Pool, Garden",East,Broker,Ready_to_Move
204193,Punjab,Ludhiana,Locality_454,Apartment,3,4709,241.8,0.05,2004,Furnished,25,28,21,5,10,Medium,No,Yes,"Clubhouse, Garden",East,Owner,Under_Construction
204194,Madhya Pradesh,Indore,Locality_351,Villa,5,4740,27.49,0.01,2013,Furnished,27,25,12,10,5,Medium,No,No,"Pool, Garden",South,Broker,Ready_to_Move
204195,Punjab,Amritsar,Locality_176,Independent House,4,3951,259.48,0.07,2020,Unfurnished,17,11,5,2,6,Medium,Yes,No,"Garden, Clubhouse, Gym",North,Owner,Under_Construction
204196,West Bengal,Kolkata,Locality_40,Villa,4,3209,331.66,0.1,2004,Unfurnished,27,9,21,9,10,High,Yes,No,"Garden, Clubhouse, Pool",North,Owner,Under_Construction
204197,Jharkhand,Jamshedpur,Locality_332,Villa,1,2665,369.04,0.14,2005,Semi-furnished,5,9,20,6,8,Low,No,No,"Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move
204198,West Bengal,Durgapur,Locality_450,Apartment,4,3375,101.75,0.03,1999,Unfurnished,13,10,26,9,9,High,No,Yes,"Garden, Clubhouse, Gym, Playground",North,Owner,Under_Construction
204199,Telangana,Hyderabad,Locality_273,Villa,3,4694,245.64,0.05,2011,Semi-furnished,15,18,14,8,10,Medium,Yes,No,"Clubhouse, Pool, Garden",South,Owner,Ready_to_Move
204200,Karnataka,Mysore,Locality_385,Villa,2,2779,141.55,0.05,2001,Unfurnished,7,25,24,8,7,High,Yes,Yes,Garden,West,Builder,Ready_to_Move
204201,Gujarat,Ahmedabad,Locality_181,Apartment,5,4679,445.69,0.1,2007,Unfurnished,8,14,18,9,10,Medium,No,Yes,"Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
204202,Odisha,Cuttack,Locality_153,Villa,3,2091,72.58,0.03,2013,Unfurnished,27,27,12,6,10,Low,Yes,No,Clubhouse,North,Builder,Under_Construction
204203,Tamil Nadu,Chennai,Locality_68,Apartment,2,1589,20.3,0.01,1992,Semi-furnished,0,2,33,1,9,High,Yes,No,"Playground, Gym",South,Owner,Under_Construction
204204,Bihar,Patna,Locality_210,Independent House,4,4101,230.41,0.06,2002,Unfurnished,4,28,23,8,1,Low,No,No,"Garden, Clubhouse, Pool, Gym, Playground",North,Builder,Under_Construction
204205,Bihar,Patna,Locality_29,Independent House,5,854,307.2,0.36,2023,Furnished,19,1,2,4,1,High,Yes,Yes,"Garden, Playground, Clubhouse, Pool",West,Broker,Under_Construction
204206,Assam,Guwahati,Locality_91,Apartment,1,1424,19.96,0.01,1996,Semi-furnished,1,14,29,1,10,High,No,No,Gym,South,Broker,Ready_to_Move
204207,Punjab,Ludhiana,Locality_445,Independent House,5,3294,321.5,0.1,2023,Semi-furnished,22,28,2,10,2,High,Yes,Yes,"Gym, Garden, Clubhouse, Pool",East,Owner,Ready_to_Move
204208,Gujarat,Ahmedabad,Locality_477,Independent House,4,2304,149.85,0.07,2001,Furnished,10,1,24,3,2,High,No,No,Playground,North,Owner,Under_Construction
204209,Kerala,Kochi,Locality_86,Villa,1,1946,204.96,0.11,2005,Furnished,8,15,20,4,1,Low,Yes,Yes,"Clubhouse, Gym, Playground, Pool, Garden",South,Owner,Under_Construction
204210,Jharkhand,Ranchi,Locality_375,Apartment,1,2187,139.16,0.06,2013,Furnished,10,4,12,1,6,Medium,No,Yes,"Garden, Playground",North,Broker,Ready_to_Move
204211,Andhra Pradesh,Vishakhapatnam,Locality_159,Villa,2,1632,220.25,0.13,2020,Furnished,7,30,5,3,2,High,No,Yes,"Pool, Garden, Clubhouse, Gym",West,Builder,Under_Construction
204212,Kerala,Kochi,Locality_104,Apartment,3,3024,409.08,0.14,1990,Unfurnished,10,1,35,1,1,Low,No,No,"Pool, Clubhouse, Gym, Garden, Playground",East,Broker,Ready_to_Move
204213,Karnataka,Bangalore,Locality_341,Independent House,4,739,46.42,0.06,1998,Semi-furnished,17,16,27,7,2,High,No,Yes,Garden,South,Broker,Ready_to_Move
204214,Uttar Pradesh,Lucknow,Locality_1,Villa,1,4860,242.33,0.05,2001,Unfurnished,25,18,24,5,9,Low,Yes,No,Playground,West,Broker,Ready_to_Move
